Incident ID,Incident Type,Location/Context,Verification,Neighborhood,Date,Time,Description,State Kidnapping?,Agencies Involved,# of Agents,# of Unmarked Police Vehicles,Associated License Plates,Notes,Latitude,Longitude,Month,Date Category,Style Key
INC-109,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Keeling, Amphi, etc",16-Jan-2026,7:51 AM,DHS/CBP-operated surveillance helicopter N370SR flying a surveillance operation over neighborhoods,Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.258852,-110.966581,January 2026,61–90 days ago,Aerial Surveillance (Aircraft)_61–90 days ago
INC-110,Vehicle Stop,Commercial Area,Confirmed,Amphi,16-Jan-2026,11:45 AM,Vehicle stop conducted by ICE in which a man was kidnapped. TPD officers on the scene looked the other way as ICE agents forcibly restrained the person on the ground.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE); Tucson Police Department (TPD),7+,2+,,,32.272615,-110.977867,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-111,Gathering/Staging,Unknown/Other,Confirmed,Shaheen Estates,16-Jan-2026,3:10 PM,"Officers from ICE, US Marshals, and the Oro Valley PD staging for an unknown operation behind a grocery store",Attempted Abduction(s) — Unknown Outcome,"Immigration and Customs Enforcement (ICE), US Marshals, Oro Valley PD",9+,9+,CWN3804; 9SKK335; CWS9921; CWW1739; CWW1460,,32.258538,-110.941941,January 2026,61–90 days ago,Gathering/Staging_61–90 days ago
INC-112,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,South Park (Tucson Marketplace),18-Jan-2026,8:37 AM,ICE agents in three unmarked vehicles hunting at a shopping center,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),6+,3,,,32.181632,-110.947227,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-113,Vehicle Stop,Commercial Area,Confirmed,Veteran's Hospital,18-Jan-2026,9:39 AM,Vehicle stop conducted by ICE. Agents followed someone from the El Super parking lot and stopped the vehicle at a nearby Circle K. Agents broke one of the vehicle's windows and kidnapped the driver,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),5,2,CTN4078; CTN4125,,32.18628,-110.970167,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-114,Vehicle Stop,Commercial Area,Confirmed,Wakefield,18-Jan-2026,12:59 PM,ICE agents in unmarked vehicles were hunting people in the parking lot of the El Super. At least one person was detained but released,No,Immigration and Customs Enforcement (ICE),5+,4,CWD1071; CTN4078; CTN4125; BWX6104,,32.186019,-110.970292,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-115,Stakeout/Surveillance,Residential Area,Confirmed,Dietz,19-Jan-2026,8:56 AM,ICE agents in unmarked vehicles were hunting people at three apartment complexes in the area. Ultimately no reports of anyone kidnapped,No,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],1+,4+,,,32.206309,-110.836685,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-116,Vehicle Stop,Public Roadway,Confirmed,Carriage Park,19-Jan-2026,9:21 AM,Vehicle stop conducted by multiple masked ICE agents in two or more unmarked vehicles. Two people were reportedly detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,2,,,32.222427,-110.823514,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-117,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Circle Mobile Home Park,19-Jan-2026,,"Suspected ICE vehicles reported creeping around a mobile home park, possibly hunting someone whose family member they had recently kidnapped",Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.26032,-110.991035,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-118,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Circle Mobile Home Park,20-Jan-2026,,"Suspected ICE vehicles reported creeping around a mobile home park, possibly hunting someone whose family member they had recently kidnapped",Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.260984,-110.990470,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-119,Stakeout/Surveillance,Protest/Demonstration,Confirmed,Downtown,20-Jan-2026,5:56 PM,ICE agent in unmarked vehicle surveilling protest,Unknown or Not Applicable,Immigration and Customs Enforcement (ICE),1,1+,CWS9750,,32.221984,-110.970206,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-120,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,Saguaro Vista Shopping Center,21-Jan-2026,,"At least two ICE agents seen exiting an unmarked vehicle and looking into someone's unoccupied, parked truck before leaving",No,Immigration and Customs Enforcement (ICE),2,1,,,32.235276,-110.825186,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-121,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Circle Mobile Home Park,21-Jan-2026,3:05 PM,"Suspected ICE vehicles reported creeping around a mobile home park, possibly hunting someone whose family member they had recently kidnapped",Attempted Abduction(s) — Unknown Outcome,Unknown,Unknown,1+,,,32.26022,-110.990764,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-122,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,El Con Mall,22-Jan-2026,10:00 AM,Two unmarked vehicles carrying masked agents observed in a Home Deport parking lot. Outcome unknown,Attempted Abduction(s) — Unknown Outcome,Unknown,5+,2,,,32.224758,-110.914416,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-123,Unknown/Other,Public Roadway,Confirmed,Los Ranchitos,22-Jan-2026,11:23 AM,"Unknown operation involving ICE, AZDPS, TPD, and possibly other agencies",Unknown or Not Applicable,"Immigration and Customs Enforcement (ICE), Arizona Department of Public Safety (AZDPS), Tucson Police Department (TPD)",10+,6+,8PA 5DE; CWC9762,,32.136934,-110.942195,January 2026,61–90 days ago,Unknown/Other_61–90 days ago
INC-124,Vehicle Stop,Commercial Area,Confirmed,Kino Gateway,23-Jan-2026,6:40 AM,ICE agents detained and questioned a city worker at a convenience store. The agents asked the man for identification and as he returned to his work vehicle the agents noticed a City of Tucson logo (the targeted person was a city employee) and walked away,No,Immigration and Customs Enforcement (ICE),5,2+,,,32.163698,-110.937308,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-125,Vehicle Stop,Public Roadway,Confirmed,Naylor,23-Jan-2026,9:22 AM,Vehicle stop conducted by at least four masked agents wearing ICE tactical vests. Unknown whether someone was kidnapped,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),4+,2+,CBC9452,,32.206542,-110.892482,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-126,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,"Stella Mann, Carson Corner",23-Jan-2026,10:40 AM,Vehicle stop conducted by ICE. At least one person reportedly detained but unknown if they or others were kidnapped,Attempted Abduction(s) — Unknown Outcome,Unknown,Unknown,N/A,N/A,,32.184705,-110.840892,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-127,Vehicle Stop,Workplace or Business,Confirmed,La Plaza Shoppes,23-Jan-2026,10:45 AM,ICE agents detained and kidnapped a restaurant worker as he arrived for work,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,2+,CTN4078; CTN4125,,32.245722,-110.852850,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-128,Vehicle Stop,Public Roadway,Confirmed,"Barrio Santa Rosa, Santa Rita Park",23-Jan-2026,10:58 AM,"Vehicle stop conducted by four masked ICE agents in three unmarked vehicles. Three people on their way to a medical appointment were kidnapped. According to local journalists, all three had pending immigration statuses, with Arizona IDs and a work permit. The kidnappings took place in full view of a nearby school playground, prompting the school to cancel recess",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4,3-4,CTN4078; CTN4125; CBC9452; CWW1453,,32.206853,-110.973718,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-129,Vehicle Stop,Government Office,Confirmed,Amphi,23-Jan-2026,11:01 AM,"4-5 ICE agents in at least three unmarked vehicles followed a married couple to the parking lot of an Arizona government office. According to a sworn affidavit given by one of the people targeted, when the vehicles cornered the couple as they walked toward the office, they thought they were being robbed and ran. One of the ICE agents used a vehicle to ram the man and knock him to the ground. They then proceeded to “beat him severely with their fists”. Eventually he was handcuffed and stuffed into one of the vehicles. According to the wife’s affidavit, “As they cuffed my husband after beating him, one female agent held me by the arms, and I asked her not to touch me. She replied with a warning: “be careful what you do otherwise my son [name redacted] may not have anyone to pick him up from school.” I remember these words very well because this threat terrified me, especially since they knew my son’s name.” The kidnapped man was taken to an ICE detention facility and his wife was left in the parking lot with their vehicle.",Abduction(s) Occurred,ICE and/or Border Patrol (see affidavit),4-5,3+,CWH4432; CWP3086,,32.265469,-110.975668,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-130,Vehicle Stop,Public Roadway,Confirmed,Stella Mann,23-Jan-2026,12:04 PM,Vehicle stop conducted by ICE agents in at least one unmarked vehicle. One woman arrested and her vehicle was left there,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3+,1+,CTN4125,,32.188036,-110.841160,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-131,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Southland Park,25-Jan-2026,11:17 AM,Vehicle stop conducted by ICE. Unknown outcome,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1,,,32.1341,-110.956270,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-132,Vehicle Stop,Commercial Area,Confirmed,Dietz,26-Jan-2026,11:57 AM,Vehicle stop conducted by ICE officers in at least two unmarked vehicles. Unknown whether anyone was detained or kidnapped,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,5,"Five reported, likely including CTN4078 and CTN4125 (but unconfirmed).",,32.19306,-110.840336,January 2026,61–90 days ago,Vehicle Stop_61–90 days ago
INC-133,Stakeout/Surveillance,School,Credible Report But Unconfirmed,Barrio Viejo,27-Jan-2026,1:45 PM,Suspected ICE vehicles reported lurking near a school,Unknown or Not Applicable,Immigration and Customs Enforcement (ICE) [unconfirmed],Unknown,1+,,,32.215813,-110.974328,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-134,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Dietz,27-Jan-2026,1:45 PM,Suspected ICE vehicles reported creeping around an apartment complex. No kidnappings reported,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE) [unconfirmed],Unknown,N/A,N/A,,32.202704,-110.837149,January 2026,61–90 days ago,Stakeout/Surveillance_61–90 days ago
INC-135,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"South Harrison, Eastside, etc",28-Jan-2026,8:47 AM,"US Army National Guard helicopter 18-72427 flying a surveillance operation over South Harrison, Eastside, and other neighborhoods. Unknown if this operation was connected to any other agencies",Unknown or Not Applicable,US Army National Guard,Unknown,N/A,N/A,,32.191762,-110.789724,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-136,Vehicle Stop,Public Roadway,Confirmed,Barrio Hollywood,28-Jan-2026,12:00 PM,Vehicle stop conducted by a U.S. Border Patrol agent and another officer from an unknown agency in plain clothes. Two people were kidnapped.,Abduction(s) Occurred,U.S. Border Patrol,2,2,CWL6344; CWP3456,,32.234793,-110.986304,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-137,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Bravo Park Lane, Kino Gateway, etc",28-Jan-2026,1:40 PM,"DEA-linked surveillance plane N656RT, registered to a shell company called Heritage Aviation Management Ltd, flying a surveillance operation over Bravo Park Lane, Kino Gateway, and surrounding neighborhoods. This operation likely involved other agencies, possibly including ICE.",Unknown or Not Applicable,"Drug Enforcement Administration (DEA), likely working with other agencies",Unknown,N/A,N/A,,32.168804,-110.943271,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-138,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Old Fort Lowell, Creekside, etc",28-Jan-2026,2:59 PM,"DEA-linked surveillance plane N656RT, registered to a shell company called Heritage Aviation Management Ltd, flying a surveillance operation over Old Fort Lowell, Creekside, and surrounding neighborhoods. This operation likely involved other agencies, possibly including ICE.",Unknown or Not Applicable,"Drug Enforcement Administration (DEA), likely working with other agencies",Unknown,N/A,N/A,,32.265336,-110.892421,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-139,Stakeout/Surveillance,Residential Area,Credible Report But Unconfirmed,Los Ranchitos,28-Jan-2026,5:35 PM,At least one unmarked vehicle conducting surveillance at an apartment complex. Surveillance vehicles had been documented at this location the day before as well,Unknown or Not Applicable,Unknown,1+,1+,,,32.141084,-110.946793,January 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-140,Vehicle Stop,Residential Area,Credible Report But Unconfirmed,Los Ranchitos,29-Jan-2026,8:38 AM,Vehicle stop conducted by ICE agents in which one person was kidnapped,Abduction(s) Occurred,Unknown,Unknown,1+,,,32.139416,-110.943465,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-141,Vehicle Stop,Commercial Area,Confirmed,Nat'l City Southwest,29-Jan-2026,11:14 AM,Vehicle stop conducted by ICE agents in three unmarked vehicles. At least one person detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4+,3,CTN4125; CTN4078,,32.163049,-110.977793,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-142,Vehicle Stop,Commercial Area,Credible Report But Unconfirmed,Midvale Park,29-Jan-2026,12:36 PM,ICE vehicle stop in which one worker was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.161286,-110.987897,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-143,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,Wakefield,29-Jan-2026,12:52 PM,ICE agents in unmarked vehicles seen hunting at a grocery store,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,2 (at least),,,32.186016,-110.969654,January 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-144,Vehicle Stop,Commercial Area,Confirmed,Wakefield,29-Jan-2026,2:23 PM,Vehicle stop conducted by three masked ICE agents at a grocery store. At least one person was detained and kidnapped.,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3,2,CTN4125; CTN4078,,32.186186,-110.969632,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-145,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Downtown, University of Arizona, etc",29-Jan-2026,2:24 PM,"DHS/CBP surveillance plane (likely N51824, but could also be N674TC) flying a surveillance operation over Downtown, the University of Arizona, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.221318,-110.959441,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-146,Unknown/Other,Commercial Area,Confirmed,El Con Mall,29-Jan-2026,3:04 PM,Border Patrol vehicle and officers spotted at a Home Depot,Attempted Abduction(s) — Unknown Outcome,US Border Patrol,3+,N/A,N/A,,32.224091,-110.913091,January 2026,31–60 days ago,Unknown/Other_31–60 days ago
INC-147,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Downtown, University of Arizona, etc",29-Jan-2026,4:26 PM,"DHS/CBP surveillance plane (likely N674TC, but could also be N51824) flying a surveillance operation over Downtown, the University of Arizona, West University, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.221954,-110.969818,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-148,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Prince Village, Richland Heights West and East, etc",30-Jan-2026,5:19 PM,"DEA-linked surveillance plane N656RT, registered to a shell company called Heritage Aviation Management Ltd, flying a surveillance operation over Prince Village, Richland Heights West, Richland Heights East, and surrounding neighborhoods. This operation likely involved other agencies, possibly including ICE.",Unknown or Not Applicable,"Drug Enforcement Administration (DEA), likely working with other agencies",Unknown,N/A,N/A,,32.272214,-110.943827,January 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-149,Vehicle Stop,Commercial Area,Confirmed,Barrio Hollywood,30-Jan-2026,8:30 AM,Vehicle stop conducted by multiple masked ICE agents in which one man was detained but released,No,Immigration and Customs Enforcement (ICE),Multiple,4-5,,,32.235193,-111.003243,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-150,Vehicle Stop,Commercial Area,Confirmed,South Park (Tucson Marketplace),30-Jan-2026,9:19 AM,Vehicle stop conducted by at least three masked ICE agents at a Walmart in which one man was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3+,N/A,N/A,,32.186141,-110.952033,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-151,Vehicle Stop,Commercial Area,Confirmed,Wakefield,31-Jan-2026,7:59 AM,Vehicle stop conducted by 3-4 masked ICE agents at a grocery store. One person was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3-4,2,,,32.186421,-110.970611,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-152,Vehicle Stop,Commercial Area,Confirmed,South Tucson,31-Jan-2026,9:35 AM,Vehicle stop conducted by 3 masked ICE agents at in a McDonald's parking lot. One person was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),3,2,,,32.199183,-110.967864,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-153,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,"Eastland Heights, Barrio San Antonio",31-Jan-2026,11:14 AM,Vehicle stop conducted by suspected ICE agents. Reportedly one man was detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),4,2,,,32.216395,-110.945090,January 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-154,Stakeout/Surveillance,Commercial Area,Confirmed,Wakefield,31-Jan-2026,12:29 PM,ICE agents in at least two unmarked vehicles spotted hunting at a grocery store parking lot. Community responde prevented any kidnappings,No,Immigration and Customs Enforcement (ICE); Tucson Police Department (TPD) and South Tucson TPD arrived later,5+,2,,,32.186269,-110.970347,January 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-155,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,Wakefield,1-Feb-2026,6:52 AM,ICE agents hunting in. grocery store parking lot and harrassing a security guard,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.186122,-110.969915,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-156,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Sunnyside,1-Feb-2026,9:53 AM,Vehicle stop conducted by ICE agents. A family with kids reportedly detained; unknown whether anyone was kidnapped,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,2,CTN4125; CTN4078,,32.148662,-110.977548,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-157,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Terra Del Sol, Dietz, Palo Verde Park, etc",4-Feb-2026,8:29 AM,"DEA-linked surveillance plane N656RT, registered to a shell company called Heritage Aviation Management Ltd, flying a surveillance operation over Terra Del Sol, Dietz, Palo Verde Park, and surrounding neighborhoods. This operation likely involved other agencies, possibly including ICE.",Unknown or Not Applicable,"Drug Enforcement Administration (DEA), likely working with other agencies",Unknown,N/A,N/A,,32.206705,-110.841056,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-158,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,Wakefield,4-Feb-2026,2:02 PM,Two unmarked ICE vehicles spotted hunting around a grocery store parking lot,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Multiple,2,,,32.186682,-110.972199,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-159,Stakeout/Surveillance,Commercial Area,Credible Report But Unconfirmed,Wakefield,4-Feb-2026,9:04 PM,ICE agents surveilling a grocery store parking lot,Attempted Abduction(s) — Unknown Outcome,Immigration and Customs Enforcement (ICE),Unknown,1+,,,32.185878,-110.969685,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-160,Vehicle Stop,Public Roadway,Confirmed,"Irvington, Riverfront Plaza, Casitas Del Sol",5-Feb-2026,7:20 AM,Vehicle stop conducted by ICE/HSI agents in which at least one person was reportedly detained,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE) / Homeland Security Investigations (HSI) [part of ICE],3+,,,,32.163194,-110.991504,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-161,Stakeout/Surveillance,Workplace or Business,Credible Report But Unconfirmed,Millville,5-Feb-2026,9:40 AM,ICE agent looking for someone at a construction job site. Outcome unknown.,Attempted Abduction(s) — Unknown Outcome,Unknown,1,1,,,32.209484,-110.956216,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-162,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Creekside, Old Fort Lowell, etc",5-Feb-2026,8:25 AM,"US Army National Guard helicopter 18-72427 flying what might be a surveillance operation over Creekside, Old Fort Lowell, and other neighborhoods. Unknown if this operation was connected to any other agencies",Unknown or Not Applicable,US Army National Guard,Unknown,N/A,N/A,,32.277832,-110.892574,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-163,Stakeout/Surveillance,Residential Area,Confirmed,Dietz,6-Feb-2026,7:18 AM,ICE agents in at least two unmarked vehicles were spotted hunting at an apartment complex. Community response prevented any known kidnappings,No,Immigration and Customs Enforcement (ICE),2+,2 at least,CTN4078,,32.204731,-110.838488,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-164,Vehicle Stop,Commercial Area,Confirmed,Flowing Wells,6-Feb-2026,9:45 AM,"ICE agents in at least two unmarked vehicles followed someone to a business, waited outside while the person was inside, and then ambushed them when they emerged. One person was detained and kidnapped",Abduction(s) Occurred,Immigration and Customs Enforcement (ICE); Tucson Police Department (TPD) came later after being called by business,4+,2 at least,CTN4125; CTN4078,,32.271767,-110.994194,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-165,Stakeout/Surveillance,Commercial Area,Confirmed,Flowing Wells,6-Feb-2026,10:10 AM,ICE agents in at least one unmarked vehicle were hunting at the Food City grocery store. They followed at least one person from this location and conducted a vehicle stop elsewhere,No,Immigration and Customs Enforcement (ICE),2+,1 at least,CTN4078,,32.278066,-110.995592,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-166,Vehicle Stop,Public Roadway,Confirmed,Flowing Wells,6-Feb-2026,10:28 AM,ICE agents in at least one unmarked vehicle conducted a vehicle stop after following someone from a grocery store. The person was detained but released,No,Immigration and Customs Enforcement (ICE),2+,1 at least,CTN4078,,32.267799,-110.995129,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-167,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Campus Farm, Limberlost, Amphi, etc",6-Feb-2026,2:32 PM,"DHS/CBP surveillance plane (likely N51824 or N674TC) flying a surveillance operation overCampus Farm, Limberlost, Amphi, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.279363,-110.961121,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-168,Vehicle Stop,Public Roadway,Confirmed,Summit,7-Feb-2026,7:44 AM,Vehicle stop conducted by masked ICE agents in at least two unmarked vehicles. A legal resident who did not have his papers with him was kidnapped and taken to the ICE sub-office facility. After ICE ran a background check at the facility the man was released,No,Immigration and Customs Enforcement (ICE),2+,2 at least,,,32.064386,-110.956939,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-169,Stakeout/Surveillance,Religious Site,Confirmed,Duffy,10-Feb-2026,2:09 PM,"U.S. Marshals observed in unmarked vehicles parked in a church's back lot, possibly conducting surveiillance or staging.",Unknown or Not Applicable,US Marshals (confirmed by church staff on scene),6,3,,,32.230273,-110.877194,February 2026,31–60 days ago,Stakeout/Surveillance_31–60 days ago
INC-170,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Casas Adobes, Marana, etc",11-Feb-2026,2:23 AM,US Army National Guard helicopter 07-72040 flying a surveillance operation over Casas Adobes and surrounding areas,Unknown or Not Applicable,US Army National Guard,Unknown,N/A,N/A,,32.344846,-111.070684,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-171,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Las Vistas, Western Hills, South Park, etc",11-Feb-2026,2:58 PM,DHS/CBP surveillance plane (either N674TC or N51824) flying a surveillance operation over neighborhoods,Unknown or Not Applicable,CBP (or other DHS),Unknown,N/A,N/A,,32.190217,-110.930624,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-172,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Barrio Nopal, Elvira, Sunnyside, etc",11-Feb-2026,3:32 PM,DHS/CBP surveillance plane (either N674TC or N51824) flying a surveillance operation over neighborhoods,Unknown or Not Applicable,CBP (or other DHS),Unknown,N/A,N/A,,32.131933,-110.971252,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-173,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Flowing Wells, Miracle Manor, etc",12-Feb-2026,1:03 PM,DHS/CBP-registered surveillance plane N51824 flying a surveillance operation over neighborhoods,Unknown or Not Applicable,CBP (or other DHS),Unknown,N/A,N/A,,32.26477,-110.988969,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
INC-174,Vehicle Stop,Commercial Area,Confirmed,Wakefield,13-Feb-2026,4:56 PM,"Vehicle stop conducted by members of the State Gang Task Force (GIITEM). Unknown whether this incident was immigration-related, but GIITEM is involved in federal immigration enforcement",Abduction(s) Occurred,State Gang Task Force (GIITEM),Unknown,Unknown,N/A,,32.186045,-110.969736,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-175,Vehicle Stop,Public Roadway,Credible Report But Unconfirmed,Los Ranchitos,16-Feb-2026,7:48 AM,Vehicle stop conducted by ICE agents in which at least one person was reportedly detained and kidnapped,Abduction(s) Occurred,Immigration and Customs Enforcement (ICE),2+,2-3,,,32.141314,-110.956208,February 2026,31–60 days ago,Vehicle Stop_31–60 days ago
INC-176,Unknown/Other,Unknown/Other,Confirmed,Downtown,17-Feb-2026,9:00 AM,"Unmarked ICE vehicle spotted parked and idling, with a sun visor in the windshield. No more details available",Unknown or Not Applicable,Immigration and Customs Enforcement (ICE),1+,1,BNV1839,,32.220567,-110.972444,February 2026,31–60 days ago,Unknown/Other_31–60 days ago
INC-177,Aerial Surveillance (Aircraft),Unknown/Other,Confirmed,"Bravo Park Lane, Fairgrounds, etc",17-Feb-2026,3:06 PM,"DHS/CBP surveillance helicopter N370SR flying a surveillance operation over Bravo Park Lane, Fairgrounds, and surrounding neighborhoods",Unknown or Not Applicable,Department of Homeland Security (DHS) / U.S. Customs and Border Protection (CBP),Unknown,N/A,N/A,,32.167653,-110.951926,February 2026,31–60 days ago,Aerial Surveillance (Aircraft)_31–60 days ago
